x_0	y_0	x_1	y_1	x_2	y_2	x_3	y_3	x_4	y_4	x_5	y_5	x_6	y_6	x_7	y_7	x_8	y_8	x_9	y_9	x_10	y_10	x_11	y_11	x_12	y_12	x_13	y_13	x_14	y_14	x_15	y_15	x_16	y_16	x_17	y_17	x_18	y_18	x_19	y_19	x_20	y_20	x_21	y_21	x_22	y_22	x_23	y_23	x_24	y_24	x_25	y_25	x_26	y_26	x_27	y_27	x_28	y_28	x_29	y_29	x_30	y_30	x_31	y_31	x_32	y_32	x_33	y_33	x_34	y_34	x_35	y_35	x_36	y_36	x_37	y_37	x_38	y_38	x_39	y_39	x_40	y_40	x_41	y_41	x_42	y_42	x_43	y_43	x_44	y_44	x_45	y_45	x_46	y_46	x_47	y_47	x_48	y_48	x_49	y_49	x_50	y_50	x_51	y_51	x_52	y_52	x_53	y_53	x_54	y_54	x_55	y_55	x_56	y_56	x_57	y_57	x_58	y_58	x_59	y_59	x_60	y_60	x_61	y_61	x_62	y_62	x_63	y_63	x_64	y_64	x_65	y_65	x_66	y_66	x_67	y_67	x_68	y_68	x_69	y_69	x_70	y_70	x_71	y_71	x_72	y_72	x_73	y_73	x_74	y_74	x_75	y_75	x_76	y_76	x_77	y_77	x_78	y_78	x_79	y_79	x_80	y_80	x_81	y_81	x_82	y_82	x_83	y_83	x_84	y_84	x_85	y_85	x_86	y_86	x_87	y_87	x_88	y_88
26.89	468.06	31.90	345.20	32.43	358.90	46.60	348.50	74.37	400.08	91.78	199.37			82.00	231.55							87.69	359.32					91.17	109.95	95.51	324.80	109.62	452.54	129.29	477.36	142.31	342.32			163.50	293.50			187.49	208.51	189.11	457.81	200.87	168.03	215.26	188.42	219.79	497.37	232.50	335.48			253.00	447.00	254.64	448.42	293.76	448.73	297.29	82.98	305.47	366.28	314.79	176.34	323.70	153.11			325.33	212.89	325.10	212.26	334.28	412.36	335.48	512.00	344.00	77.62	346.26	175.60	348.14	137.90	358.25	264.47	362.36	428.36	368.24	302.48	379.44	419.66	397.31	131.87			390.00	132.00					396.26	183.11			437.76	373.59			465.39	5.78	465.77	203.22	469.61	5.59	469.00	273.51			481.03	436.91	484.19	125.62	516.55	503.38	558.77	87.29			568.05	255.96	583.32	180.94	569.11	489.06	577.15	122.71					580.41	128.77	589.55	392.18			625.56	391.00	642.47	194.00	644.48	416.04	647.05	106.76	667.54	226.20	671.34	116.33	673.40	133.19	675.57	35.91	681.68	44.43			680.00	50.00				
26.60	468.02	32.39	345.09	31.56	360.20	47.00	347.93	74.72	400.22	91.00	199.61			82.00	231.48							87.97	358.74					91.87	110.10	95.32	325.38	109.35	452.16	128.69	477.68	142.31	342.32			164.00	293.00			187.00	208.00	188.99	457.47	200.27	167.68	215.66	188.33	219.30	497.53	232.55	335.50			253.00	448.00	254.04	448.07	293.60	449.07	296.59	82.53	305.78	366.64	314.88	176.31	323.63	153.07			324.90	213.14	324.58	212.71	334.00	412.53	335.00	512.49	343.69	77.58	346.66	175.82	347.85	138.04	357.74	264.74	362.16	427.67	368.20	302.60	378.47	419.60	397.02	131.98			390.00	131.01					392.93	183.74			437.51	372.56			465.20	6.42	465.72	202.79	469.61	6.39	469.00	273.51			480.99	436.94	484.21	125.18	516.20	503.32	559.46	86.67			568.43	255.69	581.49	181.61	569.21	489.90	576.93	122.17					580.16	128.18	590.27	392.47			625.30	390.94	641.51	194.02	644.23	416.58	647.65	107.26	667.43	226.22	670.35	116.33	672.48	133.84	675.27	38.33	681.82	44.05								
27.54	467.40	32.67	345.17	31.79	359.65	47.08	347.61	75.74	400.31	88.83	201.51			83.00	231.50							87.99	358.52					92.79	110.63	95.32	325.26	109.24	451.94	129.46	478.51	142.68	342.29			164.00	294.50			186.51	208.00	189.05	457.23	200.95	167.96	215.92	188.34	219.12	497.55	232.52	335.48			252.24	446.99	253.62	447.81	293.65	448.39	296.97	81.76	305.33	366.18	314.71	176.53	324.12	152.82			325.22	212.99	325.28	212.43	334.00	413.48	335.34	512.70	343.87	78.07	346.96	175.58	348.42	137.35	357.80	264.14	361.97	427.26	368.59	301.55	378.36	419.85	396.98	131.75			390.00	131.01					392.91	183.95			437.84	372.21			465.70	6.02	466.03	202.93	469.68	6.13	468.50	274.00			481.43	437.18	484.42	125.83	516.05	503.45	552.56	85.47			567.83	255.02	582.50	180.95	568.84	489.45	577.40	122.49					580.49	128.51	591.41	392.91			625.18	390.46	640.51	194.04	643.56	416.51	648.10	108.09	667.14	226.22	670.01	116.32	672.03	134.00	680.05	38.62	682.78	45.37								
27.29	467.68	32.53	344.71	31.63	359.72	46.96	347.48	75.68	400.03	88.85	200.71			82.49	231.47							87.52	358.49					92.96	110.98	95.39	324.88	109.52	452.13	129.28	478.65	142.51	342.52			162.98	295.02			186.50	208.00	188.66	457.56	201.01	167.80	216.27	188.13	218.42	497.49	232.59	335.61			252.67	446.34	253.44	447.35	294.36	447.95	296.38	82.42	305.38	366.23	314.00	176.63	323.20	153.45			325.49	213.47	325.11	212.89	333.50	413.00	335.51	512.51	343.69	78.62	347.03	175.17	348.52	137.25	358.05	263.73	361.86	427.67	368.17	301.51	378.97	419.85	397.47	131.49			388.76	131.01					392.19	183.93			437.33	371.39			465.68	6.05	465.46	203.11	469.22	5.84	468.68	274.33			481.58	437.05	484.82	126.05	515.84	503.41	551.50	85.00			567.84	255.03	583.02	180.94	568.75	489.24	577.11	123.15					581.00	129.00	591.88	392.81			625.21	390.21	640.50	193.50	644.15	416.13	648.08	108.24	667.69	226.22	669.49	116.00	671.01	134.00	680.50	37.86	682.36	44.72								
27.45	468.15	32.81	345.44	33.09	358.24	47.31	347.05	76.45	400.37	88.49	201.11			83.00	231.51							87.51	358.47					92.93	111.19	95.13	323.89	109.38	452.58	129.34	478.29	142.45	342.00			164.00	295.00			186.00	209.00	188.58	457.32	200.84	167.52	215.99	188.15	217.88	497.51	232.62	336.34			253.00	445.51	254.08	446.96	295.38	447.82	296.71	81.56	305.50	366.42	314.25	176.32	323.28	152.97			326.26	213.25	325.76	212.85	333.33	412.70	334.65	512.71	342.91	78.36	346.34	174.88	347.28	137.40	357.92	263.40	361.99	427.76	368.26	300.21	378.46	419.58	397.70	130.87			388.41	130.44					391.56	184.43			436.40	372.23			464.97	5.69	465.77	202.69	469.16	5.04	469.00	275.00			481.57	436.31	484.10	125.62	515.73	503.37	558.57	87.36			567.10	254.22	580.66	181.56	569.07	489.06	578.23	122.76					581.00	129.00	590.93	392.85			625.51	390.30	639.51	192.96	643.50	416.50	647.21	108.53	666.89	226.20	670.52	116.48	671.99	134.00	680.44	37.41	682.95	45.49								
27.29	468.72	32.32	345.33	30.26	360.26	47.60	347.07	76.63	399.59	87.61	201.33			82.50	232.50							87.49	358.50					92.70	110.74	95.66	324.05	109.00	452.14	128.46	478.00	142.31	341.66			163.01	295.50			186.00	209.46	188.78	457.68	201.27	167.06	216.20	188.06	217.73	497.65	232.27	336.21			252.40	446.80	253.48	447.59	295.24	447.96	296.22	81.85	305.31	366.63	314.14	175.80	323.48	152.92			325.98	213.01	325.77	212.58	333.69	412.67	334.30	512.68	342.68	78.19	346.14	174.59	346.93	136.58	358.13	264.07	361.60	427.30	368.24	300.10	378.57	419.45	396.17	130.63			388.41	130.44					391.41	184.16			436.29	372.73			464.96	5.67	465.64	202.72	468.85	5.46	469.00	275.00			482.14	436.79	484.04	124.96	515.73	503.29	558.68	86.30			566.87	254.18	580.78	180.99	569.06	489.02	577.98	122.37					581.49	129.00	590.32	393.39			625.40	390.23	639.83	193.67	644.16	416.82	647.14	108.07	667.45	226.30	670.74	117.00	672.99	134.12	681.10	40.85	682.95	45.49								
28.00	468.82	32.65	344.73	31.75	358.73	47.84	347.25	76.62	399.74	86.33	202.08			82.49	231.53							87.00	358.73					92.25	109.71	96.18	323.83	108.33	452.25	127.51	477.50	141.55	341.50			163.49	295.01			186.00	208.99	188.19	458.67	200.59	166.23	215.01	187.56	217.17	497.81	231.50	335.71			252.51	446.47	254.01	447.40	295.46	449.44	296.82	82.08	305.47	366.56	314.19	175.42	322.99	152.81			325.33	212.53	324.96	212.00	334.69	412.31	334.43	513.00	342.98	78.88	345.97	174.35	346.53	136.70	358.48	264.13	361.37	428.52	367.79	299.08	378.66	419.90	395.53	130.71									391.74	184.42			436.49	374.44			465.74	5.02	465.77	202.22	469.68	4.80	468.00	275.00			481.14	436.51	484.43	125.46	515.72	503.05	552.15	85.44			567.62	254.06	582.58	181.55	568.31	488.27	576.84	123.39					580.41	129.20	589.86	393.39			625.54	390.17	639.49	194.01	643.53	416.97	646.80	107.87	666.26	225.85	671.33	116.33	673.40	133.20	681.88	41.43										
28.19	468.97	31.41	344.57	30.44	359.05	47.80	347.46	76.21	399.64	86.71	201.49			82.48	232.00							87.32	359.29					92.37	108.95	96.64	323.47	107.77	452.26	127.71	477.30	141.51	341.47			162.50	295.50			186.33	209.34	188.08	459.44	199.84	166.45	214.60	187.28	217.29	498.14	231.34	335.39			253.33	446.44	254.34	447.67	295.25	449.61	296.51	82.20	305.61	366.16	313.78	175.01	322.77	153.05			324.67	212.10	323.97	211.56	335.51	412.48	334.36	512.71	342.87	78.44	345.98	174.33	346.02	136.60	358.69	264.42	361.45	428.83	368.61	298.79	378.77	419.51	394.48	130.37									391.92	184.88			436.00	373.50			466.16	4.82	466.21	202.72	470.12	4.36	468.00	275.51			481.48	436.55	484.92	124.97	515.70	503.09	551.97	85.07			567.54	253.91	582.19	181.10	568.69	488.07	576.97	122.99					580.32	128.82	589.63	393.85			625.76	390.14	639.49	193.99	643.27	417.02	646.80	107.61	665.93	226.02	671.77	116.24	674.69	133.11	680.34	37.48										
28.05	469.53	31.68	344.73	31.22	359.18	47.57	347.19	76.14	399.37	85.96	201.24			82.68	231.68							87.30	359.30					93.36	108.78	97.57	322.87	108.01	452.34	128.49	477.00	141.30	340.65			162.42	294.18			185.00	209.49	187.88	460.08	199.08	166.71	214.57	187.00	217.37	498.37	232.49	335.52			253.33	446.00	253.85	447.47	295.57	449.48	296.68	82.13	304.82	366.00	313.58	175.41	322.98	153.50			324.87	212.50	324.39	212.21	335.29	411.67	334.48	512.47	342.90	78.78	345.97	173.85	347.02	136.61	358.55	264.46	361.78	427.98	368.31	298.99	378.85	419.07	395.22	130.52									391.30	185.23			435.73	373.56			466.15	4.83	466.04	203.12	469.83	4.11	467.00	275.00			480.63	436.13	485.67	124.37	515.91	502.93	551.67	82.35			567.98	253.56	581.58	181.16	568.22	488.17	575.01	123.12					579.01	129.00	589.08	394.53			625.55	389.71	638.52	193.54	643.36	417.20	646.34	107.07	666.24	226.23	672.00	115.84	674.27	132.76	680.64	42.44										
28.08	469.53	30.87	344.51	30.26	359.46	47.96	347.41	76.31	399.67	85.79	200.65			82.51	231.51							87.27	358.99					93.96	109.09	97.88	322.63	107.92	452.49	128.49	477.00	141.48	340.50			162.99	294.21			185.34	209.32	187.52	459.70	199.52	167.00	215.20	186.50	216.77	498.70	232.43	335.51			253.51	445.51	253.82	447.01	295.82	449.13	296.01	81.83	304.73	365.65	312.99	176.22	322.80	153.53			324.85	212.36	324.07	212.02	335.32	411.71	334.51	512.00	342.54	79.08	345.98	173.59	347.19	136.48	358.13	264.59	362.44	427.82	368.56	299.35	378.95	418.80	395.02	130.17									391.24	185.01			435.66	373.66			467.77	4.02	466.02	203.03	462.88	1.52	467.00	274.51			480.60	436.22	485.38	124.31	515.81	502.50	551.00	82.00			568.01	253.94	582.08	181.21	569.03	488.03	575.72	122.26					579.66	128.34	588.77	394.82			625.60	390.80	639.52	194.02	643.48	417.53	646.98	106.43	666.52	226.29	671.64	115.68	673.71	132.88	679.87	39.63										
27.78	468.74	31.44	345.09	31.47	358.92	48.90	347.25	76.84	399.52	84.83	200.56			82.46	232.00							86.70	358.69					94.74	109.61	97.88	322.58	107.92	452.69	128.67	477.31	141.00	340.52			162.52	294.98			185.00	209.48	187.89	460.05	200.40	167.03	214.53	186.44	216.12	499.46	232.15	336.01			253.50	445.85	253.64	447.43	295.22	449.79	296.82	81.62	304.66	365.78	313.09	176.13	322.56	154.24			324.99	213.45	324.47	212.70	334.70	412.33	335.00	512.48	343.00	79.42	345.94	173.64	346.93	136.35	358.64	264.89	361.53	427.12	368.70	298.63	378.78	418.00	395.12	130.12									390.40	185.39			435.46	374.56			465.88	4.14	466.84	203.54	462.24	0.79	467.49	275.00			480.46	436.27	485.45	123.92	515.96	502.56	552.00	81.00			567.91	253.74	580.91	182.41	568.58	488.14	574.80	122.28					574.00	133.00	588.25	394.38			626.07	391.01	639.50	194.96	642.99	416.99	646.16	107.71	666.82	226.38	671.05	116.47	674.09	133.40	681.02	40.97										
27.27	468.70	30.69	344.99	29.00	360.03	48.78	347.32	76.88	399.26	84.58	200.67			82.67	231.68							87.47	358.48					94.64	110.11	97.45	321.75	107.68	453.19	128.53	476.50	141.52	341.00			163.33	294.82			185.00	209.49	187.96	459.42	201.30	166.71	214.82	186.39	215.96	499.71	232.34	336.09			253.47	446.49	253.56	447.81	295.14	449.86	296.50	81.50	304.16	365.07	313.24	176.26	322.62	153.59			324.97	212.95	324.30	212.46	335.29	412.63	334.53	512.49	342.73	79.60	346.07	173.32	347.53	136.68	358.98	264.68	361.31	426.73	368.79	298.88	378.73	418.19	394.97	129.83									390.85	185.68			435.29	374.69			465.78	4.43	467.32	204.35	462.24	0.79	467.52	275.49			480.60	435.96	485.33	123.81	516.06	502.37	552.00	81.00			568.04	253.72	581.39	182.42	568.58	488.09	574.28	122.28					573.00	131.00	588.09	393.93			626.45	391.17	640.16	194.85	642.61	416.77	645.79	107.66	667.22	226.02	671.99	116.50	674.64	133.47	681.45	41.28										
27.28	468.76	31.17	344.33	29.65	358.99	48.70	348.01	76.83	399.89	82.82	200.80			83.00	231.52							87.47	358.47					94.42	109.78	97.18	321.51	108.12	452.95	129.47	476.00	141.48	340.52			167.01	290.75			184.32	209.35	188.05	459.63	202.08	166.44	214.30	186.87	215.78	500.24	232.39	336.47			252.95	446.87	253.94	447.71	295.69	449.44	296.00	82.00	303.88	364.45	312.96	176.24	323.00	153.51			324.08	212.36	323.58	212.19	335.00	412.57	334.51	512.47	342.14	79.70	346.46	173.73	347.76	136.51	359.18	265.13	360.57	426.54	368.85	298.92	378.82	418.26	394.18	129.55									391.03	185.97			435.00	374.00			465.79	3.81	467.91	204.61	462.00	0.50	467.50	274.49			480.26	435.40	485.57	123.10	516.08	502.51	552.33	81.66			567.66	252.82	582.50	182.70	568.10	488.09	574.85	121.59					574.51	133.51	587.00	393.53			625.96	391.32	640.49	194.06	642.47	416.51	645.78	107.23	666.53	225.99	671.50	116.98	673.91	133.68	681.71	41.14										
27.29	469.11	30.70	343.87	29.12	359.21	49.09	347.86	76.68	400.15	84.00	201.16			83.46	231.00							87.31	358.29					94.56	109.66	97.77	322.04	108.26	453.13	129.32	476.31	141.54	340.50			165.37	291.86			184.99	209.24	187.60	460.18	202.44	166.16	214.79	187.10	216.82	499.96	231.81	337.42			252.98	447.10	253.39	448.74	295.60	449.01	296.36	82.31	303.41	364.78	313.31	176.34	323.27	153.85			324.30	212.20	323.53	211.40	335.47	412.51	335.30	511.69	341.03	79.93	347.05	173.55	347.29	136.39	359.41	265.18	360.77	426.52	369.37	299.67	378.46	418.33	393.96	129.48									391.14	186.17			435.01	373.99			465.49	3.50	467.09	204.87	461.66	0.66	468.00	274.49			479.53	435.89	485.58	123.00	516.24	502.38	551.49	81.51			567.67	252.90	582.66	183.34	568.54	488.46	574.83	120.88					572.00	128.50	586.75	393.75			625.94	391.91	640.62	193.81	642.74	416.99	646.24	106.69	666.34	226.20	670.80	116.79	672.74	133.58	681.53	40.61										
27.86	468.42	29.38	342.92	30.76	357.82	49.02	348.09	76.58	399.61	82.54	201.51			83.46	231.00							87.49	358.44					95.11	109.68	97.66	322.60	108.33	453.07	130.00	476.48	141.65	340.28			162.98	294.44			184.51	209.51	187.82	460.22	202.38	166.34	214.44	187.06	216.84	500.08	231.71	336.94			253.01	446.89	252.86	448.37	296.11	449.63	295.80	82.40	303.48	364.12	313.23	175.93	322.57	153.80			324.63	212.62	324.45	212.22	335.00	412.50	334.70	512.30	340.54	81.11	347.24	173.34	347.28	136.39	359.67	265.48	361.95	426.88	369.96	299.80	379.00	418.52	394.06	129.11									391.36	185.44			435.03	374.05			465.11	3.87	466.98	205.08	461.32	0.34	468.00	274.00			479.65	436.39	485.16	123.53	516.54	502.28	552.00	82.00			567.34	253.35	582.32	182.84	568.62	488.51	574.50	120.99					573.00	130.00	586.59	394.29			626.22	391.31	640.52	193.53	642.81	417.16	646.29	106.89	666.98	225.76	670.98	116.50	673.18	133.31	681.82	39.95										
27.78	468.10	30.36	343.49	30.14	357.91	49.10	348.50	77.32	400.13	82.43	202.71			82.68	230.68							87.47	358.55					95.41	109.34	98.04	322.78	107.66	453.22	130.49	476.47	141.52	339.51			164.27	292.98			183.75	209.99	187.56	460.68	202.06	166.59	213.45	186.59	216.06	500.19	231.77	336.85			253.26	446.86	252.77	448.48	295.89	448.98	296.01	83.00	304.04	364.42	312.95	176.15	322.56	153.69			324.08	212.28	324.45	212.22	335.00	412.56	334.53	512.54	340.28	81.52	346.89	173.56	348.11	136.37	360.49	264.87	362.10	427.20	370.06	299.93	378.56	418.92	393.68	129.42									391.83	185.30			434.93	374.21			465.01	3.70	466.51	205.84	461.33	0.34	468.69	273.67			479.71	436.14	484.44	123.47	516.48	502.17	552.00	82.51			567.03	253.06	582.96	182.47	568.86	488.93	574.80	119.97					573.00	129.00	586.73	394.34			626.05	391.18	641.47	194.47	643.47	417.48	645.85	107.16	665.97	225.86	670.76	116.26	673.97	133.30	681.29	38.48										
27.51	468.11	29.87	343.32	28.97	358.41	49.01	348.09	78.24	400.71	81.95	203.20			83.00	231.00							86.69	358.72					95.27	109.79	97.19	323.45	107.36	454.33	130.70	476.67	140.56	340.00			164.27	292.98			184.38	210.19	187.50	461.48	202.38	166.52	213.48	185.99	215.60	500.50	231.83	337.26			252.72	446.87	252.52	448.33	295.98	449.19	296.01	83.67	304.20	365.14	313.02	176.32	323.26	153.40			323.82	211.41	323.20	210.76	335.33	413.31	334.34	512.71	339.76	81.65	347.21	174.07	348.16	137.13	360.65	265.04	361.83	427.24	370.18	299.59	378.19	418.86	394.48	129.67									391.45	185.65			435.05	375.00			466.55	3.85	466.02	206.01	461.60	1.18	469.00	273.52			479.40	436.58	484.23	123.79	516.62	502.22	551.34	82.32			567.68	253.57	582.09	182.45	568.64	489.08	575.50	120.51					573.00	128.00	586.67	395.42			625.79	391.63	641.51	193.51	643.03	417.99	646.33	108.05	667.01	226.73	670.33	117.34	675.48	134.00	681.46	39.12										
27.49	468.37	30.15	343.14	30.00	357.30	49.19	348.08	77.81	400.38	81.67	203.09			83.31	230.69							86.69	359.29					95.84	109.74	96.77	323.30	107.79	454.03	130.52	477.00	141.46	340.48			166.29	290.85			183.81	210.40	187.39	461.11	202.21	167.00	213.48	186.23	215.50	500.31	232.14	337.39			252.87	446.60	252.53	447.95	296.55	449.21	295.00	84.00	303.79	364.85	312.66	176.67	323.11	152.93			322.99	211.42	322.56	210.70	335.50	414.00	334.32	512.69	339.06	81.16	347.20	174.20	348.20	136.93	360.38	265.16	361.89	427.70	370.60	299.56	378.34	418.38	394.50	129.41									391.31	185.91			434.88	375.31			466.71	3.91	466.09	205.87	461.99	1.26	469.49	274.00			479.58	436.92	483.88	124.02	516.64	502.40	551.34	82.32			567.65	253.25	581.71	182.83	568.75	488.82	575.43	120.69					573.34	129.01	586.62	395.35			625.69	392.10	641.50	193.99	643.48	418.52	646.77	108.57	667.03	226.71	670.00	117.49	673.01	134.57	681.15	40.14										
27.25	468.31	30.85	344.43	28.49	359.06	48.73	347.91	77.11	401.16	82.44	203.55			83.00	230.51							86.30	359.67					96.45	109.19	96.90	323.63	109.05	453.71	130.34	478.31	141.68	340.67			166.29	290.85			183.51	211.00	187.58	462.13	201.91	167.18	213.80	186.27	215.39	500.65	231.99	337.45			252.75	446.62	252.58	448.16	296.81	448.73	295.77	83.24	303.40	365.20	312.42	178.20	322.71	153.62			322.23	211.68	322.56	210.70	335.32	413.68	333.54	513.00	339.15	81.31	347.56	174.33	347.68	137.22	359.66	265.15	361.77	427.84	370.58	299.54	378.31	417.91	394.30	129.33									390.48	186.23			434.02	375.27			468.46	4.67	465.33	206.32	461.24	1.50	469.50	274.00			480.50	436.42	483.82	124.11	516.39	502.33	552.00	83.00			567.04	254.07	580.90	183.10	569.72	490.03	575.31	120.27					573.00	127.00	586.23	395.86			624.64	391.69	640.49	194.49	643.81	418.83	646.89	109.26	666.83	226.35	671.97	117.51	674.46	134.68	680.97	40.07										
27.60	468.56	31.69	344.51	30.40	358.26	48.20	346.63	76.95	400.44	83.34	203.32			83.00	231.00							86.46	359.55					96.82	109.16	97.07	324.00	108.91	453.13	130.34	478.30	142.01	341.00							184.50	210.50	187.60	461.64	201.56	166.84	214.07	186.15	215.56	500.71	230.40	338.42			253.05	446.61	253.01	447.59	296.07	448.90	295.78	82.60	303.13	365.69	312.52	178.59	322.10	153.14			323.36	212.40	322.69	211.84	335.48	414.00	334.00	512.53	339.05	81.72	346.91	174.56	347.47	137.09	359.79	265.32	361.92	427.92	370.38	298.92	377.75	417.86	394.80	129.54									390.13	186.00			434.86	375.33			468.85	4.38	465.87	205.99	461.42	1.79	469.51	273.50			480.34	436.33	484.44	124.09	516.33	502.47	549.70	83.29			567.27	254.61	580.45	183.09	569.39	489.64	575.28	120.29					573.00	127.00	586.37	395.84			626.07	392.02	640.53	194.51	643.97	419.26	646.21	108.38	666.46	226.57	672.00	117.84	674.70	134.55	681.40	40.37										
28.16	468.79	30.09	344.53	30.55	358.48	48.59	347.19	77.01	400.60	84.53	203.38			83.48	230.00							86.28	359.66					96.91	109.62	97.36	324.89	109.13	453.31	130.70	477.70	142.52	342.00							184.43	210.71	187.55	461.86	201.23	167.12	214.27	186.06	215.84	500.34	231.01	338.51			253.33	446.97	253.01	447.59	295.29	449.23	295.83	82.80	302.73	366.70	312.18	178.40	321.74	152.56			323.65	212.57	323.11	211.82	335.34	414.30	333.68	512.70	339.55	81.62	346.74	174.53	346.82	136.69	359.97	266.07	361.77	428.05	370.32	299.05	377.79	417.89	394.74	129.72									390.15	185.59			434.94	375.99			469.26	5.13	465.62	205.73	461.41	2.38	470.00	273.48			480.25	436.09	484.23	124.64	516.09	502.78	551.00	82.50			566.95	253.88	580.98	182.67	569.33	490.23	575.42	120.20					573.00	128.00	586.19	395.38			624.74	391.48	640.71	194.37	643.86	418.83	645.57	107.75	666.26	225.89	671.02	118.49	673.03	134.80	681.68	41.53										
28.14	468.64	30.50	345.00	30.29	358.59	49.13	346.85	76.85	400.35	85.25	203.13			83.47	230.00							86.02	359.26					97.03	109.72	97.38	324.91	109.24	453.28	130.52	478.48	142.66	342.33							184.33	210.35	187.20	461.84	200.51	167.63	214.70	186.91	215.67	500.79	231.36	339.01			253.20	447.24			295.39	450.19	295.79	83.00	303.03	367.32	311.68	178.40	321.75	152.28			324.24	212.47	323.57	211.88	335.00	414.51	334.49	513.48	339.42	81.49	347.17	174.67	346.58	136.83	360.18	265.55	361.79	427.93	370.81	298.95	377.87	418.18	395.07	130.32									390.04	185.09			435.14	376.31			468.39	5.00	465.73	206.07	461.00	2.59	470.47	273.00			479.71	436.22	484.12	124.48	515.91	502.74	545.99	81.43			567.98	254.04	579.15	183.51	568.98	490.02	575.99	119.52					573.00	127.50	586.92	395.11			624.38	390.83	641.46	194.52	644.20	418.40	645.84	107.00	666.24	226.27	671.00	118.00	673.02	134.43	681.35	41.75										
27.68	468.98	29.79	345.51	28.42	360.08	49.74	347.01	77.25	400.31	86.06	202.30			83.50	229.50							86.47	358.50					97.10	109.96	97.50	324.46	109.31	452.35	130.54	479.00	142.31	342.30							184.51	211.51	187.17	461.56	200.13	167.51	214.95	186.36	214.51	501.11	231.68	338.41			252.53	448.15			295.57	450.13	297.00	83.00	303.10	367.12	312.35	179.16	321.98	152.61			323.31	212.13	323.57	211.88	335.49	414.52	333.70	513.33	339.94	81.98	346.74	174.46	346.84	136.68	359.88	264.76	361.89	428.03	371.13	299.18	378.36	418.70	395.39	130.94									390.93	185.06			435.46	375.80			468.51	4.42	465.96	206.90	461.00	1.50	470.67	273.67			479.00	435.94	484.36	124.69	516.20	502.36	544.30	82.97			567.55	253.99	580.87	183.41	568.71	489.96	575.62	120.39					573.00	127.50	587.14	393.91			624.10	390.81	641.36	194.71	644.20	418.37	644.93	106.63	666.56	226.67	671.68	117.65	673.91	134.34	681.45	41.74										
27.35	468.73	29.04	345.53	28.40	360.04	49.85	347.19	76.98	400.23	87.88	201.56			83.67	229.67							85.99	358.25					96.53	110.34	97.54	324.21	109.22	452.29	130.00	479.47	142.49	342.49							184.34	211.68	187.74	462.30	200.18	168.07	215.17	186.93	214.89	500.93	231.47	338.53			253.06	447.38			295.01	449.80	297.00	83.00	303.38	366.97	312.55	179.36	321.99	152.29			323.59	212.63	322.92	212.04	335.51	414.54	333.36	513.70	340.17	82.97	346.23	174.74	347.21	137.28	360.06	264.44	362.16	428.47	371.37	298.87	378.67	418.64	395.70	131.19									390.76	185.45			436.03	375.82			469.27	5.15	465.70	207.29	461.32	2.01	470.67	273.69			479.65	436.38	484.22	124.37	516.33	502.27	543.83	82.28			566.77	254.19	580.87	183.39	569.01	489.99	576.28	120.28					574.00	129.00	586.63	393.87			623.08	391.20	641.53	195.51	644.48	417.53	645.06	106.67	666.98	226.82	670.50	117.68	672.79	134.45	681.27	41.44										
27.10	468.73	29.45	346.19	28.27	360.19	49.80	348.84	76.47	400.20	86.15	203.06			83.48	230.00							85.69	358.28					96.47	110.95	97.81	324.79	109.71	451.55	130.30	479.33	143.35	342.28							184.49	212.50	187.05	461.99	199.79	168.29	214.37	186.48	215.06	501.46	230.48	338.69			252.92	447.53			294.90	449.88	297.49	82.53	303.60	366.99	311.48	180.10	322.38	152.71			323.57	213.53	322.90	212.84	335.00	414.46	333.32	513.69	339.95	83.77	346.17	175.17	346.88	136.56	360.55	264.56	362.26	428.59	371.67	298.72	378.80	418.18	396.31	130.08									391.04	185.14			435.80	376.17			470.00	5.03	465.76	207.77	461.00	2.00	470.49	274.00			480.15	436.39	484.34	124.20	516.30	502.74	544.16	82.33			566.38	254.70	581.51	184.00	568.98	489.81	577.50	119.50					574.00	129.00	586.58	394.28			623.02	391.52	641.51	195.53	644.45	417.54	644.41	106.78	666.95	227.08	669.25	117.99	671.59	134.32	681.28	42.28										
26.74	469.08	29.04	346.15	28.26	360.56	49.78	348.60	76.70	400.24	84.87	203.32			84.00	230.00							85.26	358.02					96.71	111.10	97.98	324.54	109.69	452.61	131.00	479.50	143.48	342.48							184.50	212.00	186.78	461.50	199.16	168.39	214.36	186.52	214.73	501.72	230.21	338.89			252.63	447.01			294.78	449.70	298.79	82.39	303.16	366.83	311.45	180.16	322.75	152.80			323.32	214.03	322.53	213.28	335.33	414.30	333.31	513.68	339.95	84.11	345.57	175.12	347.00	136.44	360.35	264.50	362.20	429.03	372.72	298.97	378.78	418.10	396.18	130.30									391.17	185.03			436.01	375.85			469.62	6.95	465.88	207.77	461.00	3.50	470.00	274.50			480.08	436.45	484.90	124.96	516.21	502.64	544.69	82.52			565.72	254.90	579.64	184.55	568.65	488.87	576.00	119.67							586.36	394.30			623.45	392.38	641.74	196.00	644.41	418.19	644.95	106.89	666.98	227.08	669.77	117.39	671.82	134.00	681.32	42.43										
