x_0	y_0	x_1	y_1	x_2	y_2	x_3	y_3	x_4	y_4	x_5	y_5	x_6	y_6	x_7	y_7	x_8	y_8	x_9	y_9	x_10	y_10	x_11	y_11	x_12	y_12	x_13	y_13	x_14	y_14	x_15	y_15	x_16	y_16	x_17	y_17	x_18	y_18	x_19	y_19	x_20	y_20	x_21	y_21	x_22	y_22	x_23	y_23	x_24	y_24	x_25	y_25	x_26	y_26	x_27	y_27	x_28	y_28	x_29	y_29	x_30	y_30	x_31	y_31	x_32	y_32	x_33	y_33	x_34	y_34	x_35	y_35	x_36	y_36	x_37	y_37	x_38	y_38	x_39	y_39	x_40	y_40	x_41	y_41	x_42	y_42	x_43	y_43	x_44	y_44	x_45	y_45	x_46	y_46	x_47	y_47	x_48	y_48	x_49	y_49	x_50	y_50	x_51	y_51	x_52	y_52	x_53	y_53	x_54	y_54	x_55	y_55	x_56	y_56	x_57	y_57	x_58	y_58	x_59	y_59	x_60	y_60	x_61	y_61	x_62	y_62	x_63	y_63	x_64	y_64	x_65	y_65	x_66	y_66	x_67	y_67	x_68	y_68	x_69	y_69	x_70	y_70	x_71	y_71	x_72	y_72	x_73	y_73	x_74	y_74	x_75	y_75	x_76	y_76	x_77	y_77	x_78	y_78	x_79	y_79	x_80	y_80	x_81	y_81	x_82	y_82	x_83	y_83	x_84	y_84	x_85	y_85	x_86	y_86	x_87	y_87	x_88	y_88
28.90	469.66	20.77	350.53	21.28	358.06	48.22	353.98	77.12	406.27													87.00	362.44					88.25	110.60	101.91	330.09	104.38	454.10	129.00	485.53	149.22	351.50							183.00	219.00	186.98	465.97	202.34	184.91	214.30	193.84	211.04	510.11	237.52	344.00			256.87	457.01			297.97	445.84	293.80	80.97	296.45	360.76	306.49	179.26	324.93	151.41			318.68	212.88			335.00	414.53	329.00	506.54	343.51	90.39	353.52	175.51	345.92	141.99	359.92	269.07	356.86	434.96	370.27	301.34	384.43	420.69	405.06	141.28									393.10	188.50			435.64	376.08			460.95	7.06	459.63	208.48			474.74	273.62			481.40	438.51	489.46	125.27	512.50	506.73	555.23	78.86			560.45	255.68	561.42	169.44	571.33	486.70	579.36	124.55							588.70	396.83			623.27	396.95	642.72	197.02	635.58	417.24	646.16	111.30			675.86	126.45			682.18	45.34										
28.94	470.15	21.05	350.01	21.26	357.54	48.02	354.04	76.80	405.70													87.00	362.00					88.35	110.32	101.99	330.36	104.97	454.37	128.54	485.46	149.03	351.36							183.00	219.48	187.00	465.96	202.38	185.25	214.07	194.46	211.96	509.94	238.00	344.00			258.44	456.13			298.09	445.90	294.34	81.09	296.95	360.72	306.52	179.70	325.30	151.47			318.66	212.79			335.34	414.33	328.70	506.34	343.41	89.70	353.54	175.53	345.87	141.37	359.66	269.08	356.84	434.86	369.99	301.53	384.64	420.40	404.93	141.08									393.50	189.22			435.69	375.98			461.20	7.28	459.81	208.27			474.16	273.41			481.19	438.55	489.58	125.44	512.61	506.66	555.86	78.97			560.08	255.74	562.50	166.50	571.98	486.99	579.95	124.51							588.95	396.92			623.62	397.58	642.49	197.98	635.17	416.84	645.80	111.58			675.98	126.83			682.48	45.35										
28.32	469.47	19.30	348.75	21.73	357.34	48.37	354.15	77.32	405.01													87.45	362.00					89.36	110.44	102.00	330.15	105.08	454.39	128.49	485.49	148.73	351.43							183.00	219.48	186.97	465.79	202.95	185.21	213.52	194.73	211.63	508.72	238.50	344.00			257.38	456.59			297.88	445.54	294.16	81.51	296.26	361.17	307.16	180.16	325.41	151.37			318.28	212.87			336.00	413.55	328.50	506.51	343.88	89.42	353.67	175.07	345.43	141.33	358.59	269.59	357.61	434.02	369.66	301.38	385.15	420.07	404.74	140.77									393.97	189.67			435.68	375.97			460.27	6.95	459.88	208.36			474.21	274.40			480.50	438.42	489.81	125.34	512.76	506.67	555.69	79.54			558.94	255.60	560.11	169.00	571.97	487.26	580.01	124.02							589.18	396.87			623.77	398.86	643.38	197.78	634.40	417.20	645.60	111.35			675.97	126.74			682.27	45.06										
28.02	469.16	19.77	349.75	21.42	357.65	48.98	354.27	77.46	404.53													86.51	362.00					89.56	110.39	102.07	329.88	104.62	454.62	128.00	485.51	148.77	351.19							183.00	219.00	186.24	465.35	202.41	185.06	213.54	194.53	211.35	508.06	238.64	343.67			257.62	456.38			298.45	444.85	294.36	81.32	296.19	361.05	307.44	179.56	325.41	150.83			317.94	213.06			335.51	413.49	328.00	506.52	343.67	88.98	353.15	174.79	345.83	141.05	358.41	269.64	357.90	434.06	369.48	300.91	385.35	420.12	404.45	140.47									393.54	190.20			435.99	375.50			460.22	7.31	460.12	208.63			474.26	273.52			480.57	438.59	490.30	125.03	513.09	506.61	555.41	78.96			558.76	255.56	559.98	169.03	571.49	487.45	580.30	124.02							589.52	396.59			622.94	398.80	643.50	196.97	634.01	417.00	645.26	111.48			676.02	128.14			682.23	44.87										
28.20	468.99	20.72	349.68	21.71	357.53	49.32	353.99	78.61	404.88													86.45	363.00					89.72	109.86	102.07	329.87	103.67	454.09	128.51	486.00	148.61	350.41							182.66	219.69	185.93	465.47	202.61	185.00	213.38	194.89	211.60	508.17	238.77	343.42			257.48	456.50			298.37	444.18	293.62	81.57	296.35	360.25	307.27	179.50	325.42	150.45			317.99	213.13			335.24	413.03	328.00	506.50	343.35	88.91	353.22	174.34	345.35	140.72	357.78	269.89	358.50	433.51	369.37	301.03	385.56	419.94	404.26	140.49									392.87	190.70			435.31	375.01			460.55	7.57	460.51	208.28			473.49	273.51			480.44	438.13	490.10	124.81	512.71	506.73	555.63	78.69			558.64	255.21	560.33	170.12	571.69	487.69	579.98	124.95							589.30	396.59			623.45	399.36	643.42	196.22	633.61	417.23	645.02	111.92			676.04	128.36			681.48	44.97										
28.73	468.97	19.93	349.63	21.50	357.69	49.70	353.72	78.72	405.18													86.00	362.51					89.79	110.14	101.70	330.13	103.39	454.38	129.00	485.54	148.36	350.74							182.50	220.00	185.15	464.86	203.13	185.00	213.70	194.65	211.40	507.80	239.21	344.40			258.64	455.69			297.94	443.27	293.66	81.53	295.92	360.22	307.10	178.75	325.85	150.31			317.10	213.29			335.47	412.49	327.69	506.67	343.80	88.93	353.27	174.17	345.68	140.98	357.38	269.70	358.85	433.63	369.38	300.87	385.86	420.11	404.43	140.37									393.12	190.54			435.70	375.01			459.63	6.79	460.95	208.07			473.00	273.50			480.19	438.13	490.00	124.85	512.51	506.80	555.20	78.98			558.16	255.80	559.00	171.00	571.52	488.47	580.16	125.13							589.31	396.56			623.41	399.86	643.53	197.00	633.50	417.48	645.44	112.46			675.79	128.99			681.04	45.22										
28.02	468.57	20.95	350.72	21.16	357.84	49.99	354.27	79.01	405.19													86.00	362.52					90.01	110.03	102.31	330.41	103.60	453.90	127.56	486.00	148.51	350.89							183.00	219.50	185.52	464.99	203.04	184.33	212.93	194.03	212.06	507.33	239.16	344.16			256.78	456.37			297.77	443.94	293.41	81.57	295.69	360.58	307.22	178.14	325.57	150.50			317.39	213.07			335.50	412.47	327.48	507.50	343.90	89.02	353.01	174.27	345.26	141.02	357.18	270.32	359.23	433.72	369.65	300.97	385.60	419.64	404.61	140.40									392.95	191.00			435.96	374.48			459.40	7.07	461.45	208.05			472.47	273.18			479.20	438.82	489.62	124.98	512.14	506.70	555.73	78.72			558.13	255.92	558.00	175.00	571.27	487.98	580.03	124.70							589.12	396.14			623.87	399.64	643.51	196.52	633.63	417.24	645.94	111.53			675.48	128.14			681.58	45.84										
27.95	469.37	21.47	351.09	21.90	357.79	49.17	354.16	79.40	405.53													86.00	362.46					89.86	110.18	102.62	329.89	103.62	453.62	127.46	486.00	148.71	350.26							183.49	220.00	184.93	464.86	202.39	183.92	213.26	193.87	212.26	507.39	238.87	344.12			257.23	456.32			298.38	444.30	293.54	81.72	295.89	360.27	307.21	178.01	325.34	149.97			317.43	212.91			334.69	412.69	327.30	507.67	344.28	89.22	352.96	174.10	345.02	140.79	357.44	270.51	358.79	433.49	369.91	300.18	385.68	419.98	405.03	139.95									392.84	191.45			435.83	373.84			459.66	7.26	462.04	207.93			472.31	273.08			478.81	439.06	489.47	125.26	512.29	506.78	556.28	78.57			557.79	255.82	565.02	187.51	571.49	487.55	580.31	125.02							589.06	396.39			624.01	399.74	643.33	196.52	633.42	417.27	646.13	110.89			675.86	127.46			681.63	45.40										
27.71	469.81	20.62	351.55	21.22	358.58	49.99	353.53	80.18	405.48													86.00	362.00					89.70	110.92	102.85	330.40	103.37	452.78	127.30	486.65	148.42	349.52							183.00	220.00	185.49	464.02	202.33	183.80	212.94	193.68	211.10	507.51	238.86	344.12			257.79	456.61			298.26	444.48	293.50	81.99	295.60	360.12	307.03	178.59	325.56	150.96			317.46	212.83			336.00	412.49	326.68	507.71	344.24	89.53	352.90	174.20	345.77	140.45	357.56	269.73	358.65	433.74	369.92	300.48	385.48	419.63	404.88	139.50									392.59	191.74			435.00	373.53			460.41	7.16	462.06	207.38			472.24	272.32			478.68	438.61	489.53	125.51	511.93	506.75	556.24	78.79			557.03	255.59	565.70	187.98	571.80	487.61	580.46	125.57							588.51	396.54			623.65	400.08	643.40	196.28	633.13	418.11	646.07	110.88			675.33	127.57			682.41	45.75										
27.35	469.65	20.99	351.01	21.12	357.85	49.24	353.59	80.44	405.65													86.00	362.47					89.91	111.18	103.11	330.63	103.92	452.83	127.45	486.00	147.46	349.77							183.00	220.50	185.52	462.98	202.09	183.93	212.46	193.85	210.76	507.58	238.98	344.29			257.97	456.58			298.79	444.98	294.39	82.58	295.33	360.11	307.85	178.26	325.31	150.97			317.82	213.18			336.48	412.48	327.00	507.56	344.31	89.68	353.02	174.24	345.86	140.58	357.11	270.18	358.75	433.94	370.01	301.67	385.61	419.65	404.81	139.84									393.03	191.87			436.00	374.50			460.22	7.43	462.05	207.08			472.02	271.90			479.22	439.29	489.93	125.76	511.56	506.70	556.31	78.32			556.65	255.82	565.34	186.55	571.55	487.48	580.84	125.86							588.61	396.94			624.30	400.59	642.58	195.32	633.04	418.69	646.64	110.87			675.57	128.35			682.12	46.03										
27.47	469.87	21.90	350.73	22.07	358.24	49.17	354.17	81.00	405.59													85.53	363.00					90.11	112.17	103.14	330.75	104.32	452.23	127.33	486.33	147.71	349.52							184.00	220.48	185.99	463.27	201.66	184.63	212.27	194.04	210.96	508.24	239.01	344.51			258.10	456.00			299.48	445.27	294.80	82.32	295.57	360.78	307.50	178.18	324.59	151.37			317.18	212.73			337.32	412.67	326.70	507.67	344.07	89.76	353.35	173.54	345.35	140.69	357.51	270.96	359.02	434.15	370.95	302.07	386.06	419.25	404.61	140.06									393.19	192.00			435.49	375.00			460.34	7.48	462.12	207.46			472.35	272.12			479.40	439.10	489.74	125.83	511.21	506.98	556.53	78.81			557.38	255.91	565.08	186.60	572.38	487.84	581.00	126.48							588.34	396.80			624.74	400.55	642.02	195.62	633.50	418.98	646.65	111.03			675.69	128.11			682.52	45.70										
27.55	470.55	21.89	350.23	21.83	357.48	49.48	354.02	80.91	405.52													85.68	363.34					90.26	112.24	103.73	330.85	104.34	451.65	126.68	486.29	147.54	348.88							184.00	220.00	186.23	463.61	201.21	184.43	212.44	194.05	211.25	507.69	239.00	344.29			258.26	455.82			299.34	445.31	294.71	82.54	295.72	361.08	308.20	177.76	324.75	150.60			316.96	212.96			336.67	412.32	327.00	508.43	343.69	89.52	353.49	173.77	345.18	140.27	357.94	270.64	358.57	433.84	370.51	302.41	386.09	419.27	404.63	140.04									394.23	192.29			435.49	375.49			459.65	7.30	462.31	207.50			471.66	271.89			479.01	439.39	489.90	125.42	511.04	506.94	556.89	78.94			557.99	255.89	562.11	185.72	573.38	487.78	581.06	127.01							588.03	396.58			625.06	400.75	642.33	195.44	633.49	419.47	646.07	111.07			675.38	127.25			682.75	45.74										
26.93	470.64	21.66	350.20	21.93	357.76	49.85	354.16	81.42	405.83													86.00	363.45					90.10	112.25	103.03	331.13	104.98	452.17	127.50	485.50	147.44	348.01							184.00	220.00	186.61	464.25	201.49	184.90	212.48	193.06	211.06	507.75	238.96	344.51			257.50	457.29			299.21	444.75	294.67	82.73	296.21	360.88	308.00	177.63	324.56	150.50			316.73	212.89			337.31	412.68	327.49	508.47	343.79	89.41	354.00	173.52	344.87	140.20	358.77	271.78	357.88	433.33	370.50	301.87	386.95	419.21	404.50	140.17									394.68	192.56			435.16	375.17			459.44	7.12	461.92	207.90			472.03	272.49			479.84	439.51	490.39	126.04	511.03	507.36	556.25	79.40			558.24	256.51	561.93	185.24	573.74	487.97	581.82	127.53							588.20	396.25			624.81	400.68	642.49	195.52	633.50	419.55	644.79	111.29			675.28	127.63			682.30	45.90										
26.63	470.29	20.65	350.71	21.58	358.33	50.26	354.59	81.68	406.09													86.00	364.00					89.82	112.14	102.76	331.43	105.02	451.77	128.30	485.65	146.70	347.86									186.41	464.38	201.74	185.38	212.24	192.81	211.05	508.09	238.27	345.02			258.31	455.85			298.83	444.98	294.04	83.20	295.90	360.89	307.97	177.84	324.69	150.80			316.63	212.43			336.50	413.00	327.43	508.49	343.54	89.09	353.96	173.34	345.32	140.38	358.97	271.80	357.36	433.51	370.70	301.84	387.19	419.39	404.65	140.09									394.88	192.56			435.18	376.16			459.18	7.37	462.39	207.70			472.56	272.72			479.81	439.39	490.26	126.32	510.64	507.16	556.80	79.09			558.07	256.56	560.25	183.25	573.49	488.52	582.15	127.66							588.91	396.11			625.34	400.34	642.83	195.50	633.78	419.71	644.84	111.27			675.11	127.04			682.92	46.32										
26.87	470.90	21.54	350.12	21.98	358.42	50.20	354.56	81.97	406.04													86.49	364.00					89.38	112.33	103.14	331.30	104.59	451.64	128.44	486.00	146.96	347.78									187.36	464.36	200.91	185.43	212.29	193.29	211.45	509.44	238.02	345.00			258.07	456.37			298.75	445.26	294.10	83.78	296.72	361.46	307.41	178.43	324.42	150.56			316.11	212.19			336.00	413.46	326.51	508.48	343.42	88.55	353.47	172.94	345.70	141.75	358.46	271.27	356.89	433.75	370.68	301.39	387.24	419.21	404.21	140.29									395.01	192.23			435.00	376.51			459.58	7.74	462.90	208.04			472.78	272.32			479.86	440.22	490.37	126.48	510.63	507.16	556.95	78.86			558.02	256.17	559.60	181.42	573.82	487.84	582.50	127.92							588.70	395.91			625.37	401.01	643.26	195.62	634.02	420.52	645.15	111.70			676.05	125.91			682.68	46.42										
26.74	470.37	21.99	350.48	21.39	358.97	50.24	354.99	81.67	405.86													86.52	364.00					89.27	112.30	103.12	331.09	104.59	451.77	128.30	485.68	147.39	348.17									186.95	464.65	200.21	185.35	212.47	193.92	211.55	509.29	238.48	345.34			258.00	456.34			298.86	445.30	293.36	84.76	296.69	361.72	307.59	179.19	324.60	150.93			316.31	212.04			335.70	413.66	327.00	508.51	343.49	88.55	353.91	173.20	345.23	141.29	358.95	271.38	357.11	434.02	370.22	301.26	387.57	419.13	404.41	140.32									395.01	191.96			435.00	377.00			459.26	7.52	463.25	208.21			472.66	272.78			479.32	440.10	490.43	126.94	511.04	507.24	556.07	78.77			557.60	256.52	561.50	184.06	573.47	487.54	582.38	127.47							588.51	396.02			624.93	401.23	643.50	195.36	635.07	420.87	644.98	111.98			676.83	125.67			683.21	46.78										
26.96	470.29	22.03	350.95	21.53	358.70	50.71	354.99	81.86	405.24													86.46	364.00					89.32	112.30	102.25	331.39	104.64	451.68	128.51	486.00	146.38	347.67									187.22	465.41	199.74	185.31	212.60	194.42	211.50	508.99	238.24	345.25			257.85	456.37			298.30	444.67	291.99	84.46	296.15	361.75	307.68	179.55	324.83	150.69			316.43	212.75			335.47	413.53	327.63	508.28	342.59	88.40	354.73	172.77	345.84	141.19	358.93	271.39	357.33	433.72	370.20	300.93	388.02	419.33	404.42	140.16									395.31	191.66			435.00	377.00			459.65	7.53	463.55	208.52			472.13	272.47			479.32	440.53	490.30	127.03	511.10	507.32	556.37	77.95			557.59	256.63	561.53	183.66	572.84	488.16	583.24	127.49							588.48	395.41			624.65	401.42	643.52	195.48	635.02	420.81	645.13	112.11			676.96	125.37			682.49	45.84										
26.57	469.83	21.25	350.45	21.73	359.23	50.21	355.30	81.91	404.57													86.33	363.71					89.89	112.09	102.15	332.13	104.74	451.98	128.53	485.53	145.95	347.67									187.61	465.63	198.94	185.50	212.78	194.48	211.55	508.99	238.65	345.16			256.63	457.23			298.19	444.97	291.47	83.83	296.29	361.67	307.47	179.57	324.14	150.72			316.27	213.45			335.68	413.67	327.48	508.53	342.63	88.70	355.42	172.83	345.67	140.73	359.68	271.35	357.56	433.89	370.23	301.47	387.74	419.40	404.17	140.18									395.23	191.77							459.53	7.93	463.84	208.52			471.73	272.31			479.14	440.28	490.47	127.02	511.31	507.31	555.78	78.28			557.95	256.25	558.90	182.13	572.61	488.17	583.53	128.01							588.53	395.43			624.47	401.02	643.44	196.24	635.00	420.32	646.20	112.38			677.22	125.74			682.56	46.53										
26.18	469.45	19.73	349.55	21.00	358.50	50.22	355.01	81.43	404.42													86.00	364.48					88.46	112.25	102.08	332.04	105.15	452.16	128.70	485.68	145.47	347.67									188.24	465.08	198.99	185.41	213.18	194.75	211.07	509.34	239.43	345.30			256.74	457.64			297.62	444.90	291.69	83.93	296.87	362.05	308.01	179.10	324.29	150.29			317.42	213.76			335.49	414.00	327.52	509.00	342.42	88.97	355.88	172.86	346.01	140.97	360.01	271.26	356.87	434.59	369.22	302.02	387.96	419.45	404.42	141.05									395.57	192.04							458.81	8.26	464.12	208.59			472.40	271.81			478.70	440.16	491.21	127.51	511.23	507.72	556.71	78.20			557.90	256.76	559.00	175.51	572.56	488.50	583.98	128.01							588.55	395.91			624.06	401.25	643.89	196.66	635.52	420.57	646.86	112.73			676.36	124.00			681.67	46.10										
26.09	469.72	21.39	350.04	20.00	358.00	50.23	355.41	81.00	404.29													86.47	364.00					88.09	112.18	101.88	331.97	105.05	451.87	128.53	485.50	145.50	347.88									188.72	464.33	199.14	185.22	213.23	195.17	211.29	509.63	239.62	345.10			258.20	456.02			297.77	444.51	291.42	83.59	296.79	362.13	308.77	179.75	323.55	150.78			317.32	214.14			335.00	413.49	328.30	509.31	341.78	88.80	356.12	172.77	345.56	140.82	360.08	271.66	356.78	434.41	369.50	302.26	388.14	419.47	404.63	141.28									396.21	192.14							458.19	8.21	463.56	208.27			472.68	271.30			478.94	440.34	491.26	127.32	511.42	507.77	557.20	77.96			557.91	256.50	560.34	172.00	572.62	488.78	583.41	127.75							588.53	395.78			623.82	401.29	643.37	197.26	635.44	420.26	645.74	112.89			676.12	124.86			680.74	44.77										
25.63	469.56	20.99	350.02	20.61	357.85	50.24	355.62	80.35	403.91													86.00	363.53					88.22	112.33	101.89	331.59	105.06	452.37	129.31	484.68	145.40	348.02									188.67	465.22	199.72	184.97	213.16	195.09	211.88	509.63	239.17	345.11			257.14	457.42			297.99	444.67	290.53	83.68	296.08	362.50	309.28	179.47	323.41	151.13			317.35	214.94			335.46	413.00	328.00	510.45	342.18	89.14	357.04	172.80	344.87	141.20	360.66	271.50	356.52	434.25	370.32	301.84	387.90	419.50	404.40	141.38									396.22	191.46							457.62	8.30	463.40	208.00			472.64	271.90			478.57	440.42	491.35	127.64	511.31	507.68	556.99	78.01			558.20	256.14	560.00	173.49	573.19	488.81	583.32	127.95							588.71	395.74			623.53	401.19	643.78	198.27	635.98	420.01	645.26	113.23			675.68	125.69			680.85	45.23										
26.18	469.76	19.48	349.00	21.02	358.35	50.37	355.23	80.53	403.92													86.45	364.00					87.93	112.81	101.62	331.62	105.08	452.23	128.33	484.69	145.35	347.18									189.28	465.19	199.74	184.61	213.22	195.32	212.34	509.84	238.99	344.98			257.13	458.15			297.62	445.18	290.60	83.37	295.79	362.58	308.78	179.42	323.13	150.78			316.99	214.82			335.49	413.00	328.31	510.33	342.96	89.25	357.05	173.32	344.71	140.75	361.07	271.84	356.45	433.96	370.18	301.37	387.00	419.23	404.29	141.44									396.01	191.90							457.36	8.69	463.25	207.52			472.39	271.99			478.65	439.88	491.14	127.60	511.71	507.79	556.88	78.97			558.86	256.30	561.00	171.00	572.99	488.69	583.00	128.26							588.41	396.49			623.39	400.43	643.67	198.50	636.64	420.53	645.53	112.82			675.67	125.83			681.09	45.31										
26.52	470.05	18.38	349.01	20.18	358.19	50.46	355.02	80.90	404.09													86.53	364.46					88.67	112.88	101.15	331.86	105.21	452.61	127.69	484.69	145.32	347.15									189.96	465.07	199.63	184.90	213.09	195.63	211.75	509.04	239.51	344.01			256.81	457.72			296.93	445.85	290.24	83.52	295.72	363.43	308.57	178.71	323.18	150.76			316.57	215.03			335.53	413.00	328.51	510.55	343.73	89.64	357.84	174.02	343.76	141.39	360.88	271.36	356.22	434.38	370.27	301.49	386.63	419.25	404.05	141.45									396.04	191.95							458.43	9.46	463.11	207.43			471.80	272.13			478.37	439.93	491.80	127.73	511.49	507.86	556.58	78.88			559.15	257.23	561.00	171.00	572.85	489.14	583.16	127.88							588.21	396.54			623.26	400.63	643.77	198.48	636.23	419.71	645.50	113.00			676.04	125.80			681.99	44.92										
26.75	469.93	18.49	348.76	19.98	357.98	50.17	354.84	80.81	404.94													86.51	364.53					88.33	112.42	100.87	332.09	106.36	452.42	128.00	484.52	145.71	347.04									190.06	465.11	200.35	185.25	213.39	195.87	211.73	509.12	237.85	344.34			256.81	458.18			296.64	445.38	289.71	83.73	296.24	363.48	308.79	178.89	323.11	150.84			316.71	215.05			336.48	413.51	328.48	510.53	343.59	89.98	357.37	174.42	343.91	141.06	360.82	271.24	356.28	434.89	370.65	301.23	386.39	418.54	404.13	141.61									395.94	192.12							458.57	9.83	463.49	207.84			471.65	271.91			478.73	440.50	492.55	127.82	511.39	507.91	556.10	79.97			559.41	257.30			573.69	489.02	583.00	127.69							587.87	396.40			622.87	400.96	643.78	198.66	636.11	420.08	645.64	113.15			676.01	126.78			681.90	45.34										
26.93	469.89	19.19	348.58	20.75	357.24	49.78	354.42	80.51	405.12													86.65	365.28					88.59	112.12	100.51	331.48	106.47	452.53	128.00	484.52	146.01	347.33									190.26	465.16	199.90	184.72	213.02	195.72	212.60	509.58	238.52	344.19			256.38	458.00			297.33	444.96	290.08	84.26	296.04	363.46	308.94	177.79	322.23	151.36			316.52	214.95			336.31	412.67	328.47	511.00	343.63	89.88	356.26	174.32	344.54	140.97	360.82	271.08	355.86	435.42	370.29	301.38	386.41	418.52	404.13	141.54									396.12	192.07							458.48	9.67	463.66	207.41			471.62	271.40			478.31	440.11	492.53	128.19	511.19	507.98	556.80	79.46			560.00	257.36			573.01	488.71	582.87	127.84							586.98	395.81			622.56	401.10	643.52	199.30	635.88	420.63	645.59	114.26			675.91	126.43			682.51	45.57										
27.02	469.53	19.09	348.22	20.99	357.19	49.86	354.14	80.40	404.75													86.00	365.53					88.94	112.10	100.97	331.42	106.84	452.24	128.00	484.50	145.98	347.26									191.02	465.20	200.45	185.47	213.43	195.81	212.96	509.81	238.33	344.40			256.41	458.24			297.65	444.85	290.31	83.87	295.10	364.10	308.75	177.77	322.34	151.11			316.01	215.02			336.00	413.01	328.71	511.35	343.42	89.78	356.98	174.21	343.91	141.21	360.63	271.03	355.92	435.71	370.09	300.97	386.97	418.64	404.25	141.58									396.77	192.31							458.39	9.19	463.69	207.40			471.99	271.79			478.00	440.07	492.92	128.91	511.46	507.87	556.87	79.47			560.04	257.69			572.97	489.64	583.18	126.84							586.28	395.50			622.01	401.11	643.39	199.21	635.97	420.82	645.13	114.24			675.90	126.91			682.44	45.42										
27.60	469.98	20.87	348.89	20.43	356.15	49.52	353.98	79.80	404.71													85.99	365.77					88.61	112.10	101.29	331.37	107.57	451.96	127.66	484.67	146.14	347.21									191.36	465.01	200.06	185.59	213.37	196.40	213.02	509.18	238.32	344.87			256.42	457.66			297.00	444.71	289.52	84.08	295.30	364.35	308.96	177.94	322.41	151.18			315.47	215.05			335.68	412.67	328.70	511.30	343.40	89.37	357.19	174.10	345.09	141.88	361.56	271.68	356.44	435.20	369.90	300.42	387.18	418.65	403.80	141.15									396.96	191.91							459.14	9.82	463.24	207.58			472.02	271.60			477.29	439.27	493.24	129.05	511.69	507.74	557.22	80.00			560.03	257.50			573.09	489.85	583.19	127.51							587.33	395.10			621.79	401.24	643.02	198.63	636.07	420.66	645.27	114.43			676.32	126.78			682.69	44.91										
27.03	469.64	18.51	347.36	20.28	355.86	49.20	354.57	79.53	404.89													86.50	366.00					88.33	112.35	101.26	331.30	107.34	452.11	127.51	484.00	146.39	347.92									191.81	465.19	199.78	185.87	213.02	197.05	213.15	509.19	238.39	344.75			256.69	457.71			296.80	444.38	289.40	84.56	295.74	364.23	309.53	177.79	322.33	151.24			315.88	215.09			335.48	413.00	328.50	511.53	343.56	90.15	357.42	174.04	345.54	142.43	361.67	271.32	356.67	435.43	369.30	300.13	387.37	418.21	403.76	141.44									396.41	191.69							456.96	10.49	464.10	207.99			471.76	271.73			477.24	439.32	493.85	129.50	511.97	507.79	556.93	80.04			560.87	257.75			572.76	489.66	583.13	127.15							586.97	394.99			621.89	401.26	643.42	199.42	636.00	420.01	645.60	114.36			676.45	126.32			682.87	44.96										
26.90	469.42	20.03	347.78	20.14	356.14	49.68	353.65	79.19	404.42													86.51	366.47					88.86	112.58	101.67	330.87	107.09	451.38	127.54	484.00	146.23	348.13									191.92	464.31	199.59	185.63	212.90	196.87	213.48	510.05	239.22	344.72			257.00	458.00			296.36	444.59	288.87	84.54	295.10	364.76	309.20	177.94	322.78	151.22			315.79	215.45			335.65	412.71	329.00	511.52	343.13	90.56	357.14	173.98	345.06	143.37	361.93	271.42	356.04	434.96	368.54	299.32	387.44	418.39	403.89	141.29									395.98	191.01							457.06	10.46	464.16	208.13			472.07	271.09			476.59	439.52	494.29	129.63	512.20	507.73	557.32	79.81			560.83	257.71			572.63	489.37	583.09	126.97							587.31	394.93			622.45	401.55	643.47	198.53	635.80	420.05	645.84	113.82			675.82	126.14			683.83	45.26										
27.19	469.12	20.51	348.03	19.87	355.74	49.63	353.76	79.29	404.74													86.54	366.52					89.11	113.21	101.85	330.96	106.52	451.42	127.48	484.00	146.08	348.35									191.45	464.41	199.57	185.42	213.07	196.78	213.29	510.59	238.96	344.51			257.02	459.00			295.91	444.32	288.82	84.04	295.07	364.92	309.57	178.00	322.61	151.47			315.63	214.91			335.50	412.52	329.00	511.46	343.18	90.19	356.83	174.25	344.70	142.99	362.21	271.16	356.42	435.09	369.50	299.44	387.07	418.18	403.98	141.03									395.92	190.80							457.20	10.85	464.60	208.12			471.97	270.76			476.19	439.64	494.76	129.65	512.34	507.54	557.21	80.02			561.47	257.33			572.74	489.33	583.32	127.01							587.62	394.57			622.94	400.62	643.66	198.26	635.69	419.66	645.93	114.32			675.88	126.20			684.25	45.68										
26.36	468.58	20.27	347.89	19.43	355.72	49.22	353.19	78.54	404.88													86.71	366.70					89.30	113.53	102.23	330.49	106.64	451.88	127.00	484.00	146.03	348.46									191.48	465.01	199.39	185.32	213.07	197.16	213.55	510.53	238.98	345.28			256.28	458.28			295.06	443.76	289.11	84.48	295.13	365.10	309.76	178.14	322.94	151.35			315.54	215.07			335.29	412.68	329.29	511.67	343.90	90.39	357.09	174.88	345.13	142.76	363.01	270.64	356.32	434.37	369.83	299.87	387.01	418.28	403.72	141.64									396.01	190.74							458.37	10.01	464.15	208.72			471.73	270.35			476.09	440.78	494.88	129.76	512.39	507.25	556.97	79.76			561.09	257.04			572.39	489.76	584.03	127.46							587.36	394.18			623.45	400.70	644.72	198.57	634.41	420.18	646.37	115.26			675.68	125.25			684.12	45.69										
